model,system,issue_id,title,package,predicted_priority,true_priority,confidence,reason
qwen2.5:14b,A,10165,Fix EmbeddedPkg VS2019 X64 NOOPT build issues (Bugzilla Bug 3723),embeddedpkg,medium,low,0.8,Similar to other build issues that have been classified as medium priority.
qwen2.5:14b,A,9022,Fix VS2019 NOOPT build issues with OvmfPkg/OvmfXen.dsc platform (Bugzilla Bug 3722),ovmfpkg,medium,low,0.8,Similar to other build issues in ovmfpkg which are typically medium priority.
qwen2.5:14b,A,10164,Action is set to 'untested' if image is unsigned and hash not found in DB/DBX (Bugzilla Bug 3721),securitypkg,high,low,0.85,"The issue involves security actions for unsigned images and missing hashes in DB/DBX, which could lead to critical system vulnerabilities."
qwen2.5:14b,A,9021,Action is set to 'untested' if image signature is not found in DB (Bugzilla Bug 3720),securitypkg,high,low,0.85,"The issue involves image signature verification and setting action to 'untested', which could have significant security implications similar to other high-priority issues in the securitypkg package."
qwen2.5:14b,A,9020,DnsDxe: Host2Address pointer in response token is not null on error (Bugzilla Bug 3719),networkpkg,medium,low,0.8,Similar to other networkpkg issues without a high severity label.
qwen2.5:14b,A,9019,BaseTools/DevicePath: DevicePatch should support PCD value Lengths longer than now (Bugzilla Bug 3718),basetools,medium,low,0.85,Similar to other BaseTools issues that do not explicitly indicate critical failures or severe memory corruption.
qwen2.5:14b,A,10163,__clang__ flipped to __FILE_NAME__ vs. __FILE__ breaking our ASSERT strategy. (Bugzilla Bug 3716),mdepkg,high,low,0.85,"The issue involves a breaking change in ASSERT strategy with Clang, similar to other high priority issues related to compiler compatibility and build failures."
qwen2.5:14b,A,10162,Some tools fail to compile for NOOPT with clang-13. (Bugzilla Bug 3715),basetools,medium,medium,0.8,Similar to other compilation issues in BaseTools package.
qwen2.5:14b,A,9018,Changing UFS descriptor configuration and retry for support device can't response in time (Bugzilla Bug 3714),mdemodulepkg,medium,low,0.8,Similar to other issues in mdemodulepkg without a clear indication of severity beyond typical functionality problems.
qwen2.5:14b,A,10161,Adding support switch Gear mode and disable LCC when UFS PEI driver initialization (Bugzilla Bug 3713),mdemodulepkg,medium,low,0.8,Similar to other mdemodulepkg issues without a clear indication of high severity.
qwen2.5:14b,A,10160,Rename XenTimerDxe to LocalApicTimerDxe and replace 8254 timer in OvmfPkg (Bugzilla Bug 3711),ovmfpkg,medium,low,0.8,Similar to other OvmfPkg issues without a clear indication of severity beyond routine maintenance or enhancement.
qwen2.5:14b,A,9016,MessageLength is counting in communicate header for variable policy operations (Bugzilla Bug 3709),mdemodulepkg,medium,medium,0.8,Similar to other mdemodulepkg issues with medium priority.
qwen2.5:14b,A,10159,OvmfPkgX64 RELEASE build fails with clang-13. (Bugzilla Bug 3704),ovmfpkg,high,low,0.85,Build failure issues with specific compilers often indicate severe problems that can block development and testing efforts.
qwen2.5:14b,A,9012,UFS MMIO address overflow issue observed when find more than one UFS HC (Bugzilla Bug 3703),mdemodulepkg,medium,low,0.85,Similar to other mdemodulepkg issues with medium priority due to MMIO address overflow impacting functionality but not explicitly critical system failure.
qwen2.5:14b,A,9009,MdeModulePkg\Library\DxeCapsuleLibFmp use deprecated interface to lock variable (Bugzilla Bug 3699),mdemodulepkg,medium,medium,0.8,Similar to other mdemodulepkg issues without a clear indication of high severity.
qwen2.5:14b,A,9006,HttpBootDxe rejected bootloaders with upper-case file extensions (Bugzilla Bug 3694),networkpkg,medium,low,0.8,Similar to other networkpkg issues but lacks high severity indicators like system crashes or critical build failures.
qwen2.5:14b,A,10156,FL1100 usb chipset/Mac OS OVMF/XhciDxe issues with bootable usb 3.0 devices (Bugzilla Bug 3693),ovmfpkg,medium,low,0.8,Similar to other OVMF/XhciDxe issues with specific hardware and OS compatibility problems.
qwen2.5:14b,A,10155,Add support for config editor to handle multiple instance of UPD for bootloader use case (Bugzilla Bug 3692),intelfsp2pkg,medium,low,0.8,Similar to other issues in intelfsp2pkg without a clear indication of severity beyond standard development task.
qwen2.5:14b,A,9003,microvm: add support for virtio-mmio devices (Bugzilla Bug 3689),ovmfpkg,high,low,0.85,"The issue involves adding support for virtio-mmio devices in OvmfPkg, similar to other high-priority issues affecting firmware functionality."
qwen2.5:14b,A,9001,VFR Compiler generated random data in output files when unnamed fields used in HII C structure (Bugzilla Bug 3687),basetools,medium,low,0.85,Similar to other tool-related issues in basetools package with medium priority.
qwen2.5:14b,A,10154,HII related GUIDs don’t end up in the Guid.xref file (Bugzilla Bug 3685),-,medium,low,0.8,"The issue is related to HII GUIDs not being correctly included in a file, which impacts build processes but does not seem to cause critical runtime failures or security vulnerabilities."
qwen2.5:14b,A,10153,Microcode must be measured by TPM. (Bugzilla Bug 3683),ueficpupkg,high,low,0.85,Similar to other high priority issues in ueficpupkg related to microcode and security features like TPM.
qwen2.5:14b,A,8996,MdeModulePkg/Core/Dxe: Lock when iterates the gHandleList (Bugzilla Bug 3680),mdemodulepkg,medium,low,0.85,Similar to other MdeModulePkg issues with locking concerns.
qwen2.5:14b,A,8995,Configure/Enable elliptic curve ciphers in OpenSSL in EDK2 (Bugzilla Bug 3679),cryptopkg,medium,high,0.8,Similar to other OpenSSL configuration issues in cryptopkg.
qwen2.5:14b,A,10152,Add support for RISCV64 to RngDxe and BaseRngLib (Bugzilla Bug 3676),mdepkg,high,low,0.85,The issue involves adding support for a new architecture which is critical and aligns with high priority architectural changes in similar issues.
qwen2.5:14b,A,8992,How Can I get in touch with cash app customer service? (Bugzilla Bug 3673),armpkg,low,low,0.85,The issue is about customer service contact information and not a technical bug or feature request.
qwen2.5:14b,A,10151,DescribeExceptionSyndrome() has the wrong encoding for SP alignment fault. (Bugzilla Bug 3669),armpkg,high,low,0.85,"The issue involves incorrect encoding for a critical exception syndrome in ARM architecture, similar to other high-priority issues related to architectural correctness and stability."
qwen2.5:14b,A,8988,MdeModulePkg/Core/Dxe: Add lock protection in CoreLocateHandleBuffer() (Bugzilla Bug 3666),mdemodulepkg,medium,low,0.85,Similar to other issues in MdeModulePkg that involve adding protections but do not indicate critical failures or security vulnerabilities.
qwen2.5:14b,A,10150,Errors during compilation will be garbled (Bugzilla Bug 3664),mdepkg,medium,high,0.8,Similar to other compilation issues in mdepkg which are typically medium priority.
qwen2.5:14b,A,8986,Errors during compilation will be garbled (Bugzilla Bug 3663),mdepkg,medium,high,0.8,Similar to other compilation issues in mdepkg which are typically medium priority.
qwen2.5:14b,A,8985,Missing parameter in DEBUG print in XhciInitializeDeviceSlot() in XhciSched.c (Bugzilla Bug 3662),mdemodulepkg,low,low,0.8,The bug involves a missing parameter in a DEBUG print statement which is unlikely to cause functional issues.
qwen2.5:14b,A,8984,Calling deprecated interface in FmpDevicePkg (Bugzilla Bug 3655),fmpdevicepkg,medium,medium,0.8,The issue involves calling deprecated interfaces but does not indicate severe consequences like security vulnerabilities or critical build failures.
qwen2.5:14b,A,10149,Set default Makefile name when building module/libraries target (Bugzilla Bug 3653),basetools,medium,medium,0.8,Similar to other BaseTools issues but lacks severity indicators like 'high' priority bugs.
qwen2.5:14b,A,10148,Move StandaloneMmPkg/Drivers/StandaloneMmCpu driver and EntryPointLib to ArmPkg (Bugzilla Bug 3652),standalonemmpkg,medium,low,0.8,Similar to other driver and library relocation issues in different packages.
qwen2.5:14b,A,10147,Remove DxeIpl dependency on ArmPkg (Bugzilla Bug 3651),mdemodulepkg,medium,low,0.8,Similar to other dependency and module build issues in mdemodulepkg.
qwen2.5:14b,A,10146,Move GccLto binaries from ArmPkg to Basetools to better align with usage (Bugzilla Bug 3650),basetools,medium,low,0.8,Similar to other Basetools issues that are medium priority due to tooling impact but not critical system failures.
qwen2.5:14b,A,10144,Align the *MmuLib definitions in ArmPkg to allow common layers to exist (Bugzilla Bug 3647),armpkg,medium,low,0.8,Similar to other package-specific alignment and definition issues.
qwen2.5:14b,A,8982,TCG_DEVICE_SECURITY_EVENT_DATA_VERSION   definition should be 1 (Bugzilla Bug 3646),mdepkg,medium,low,0.85,Similar to other issues in mdepkg without a clearly higher or lower severity indication.
qwen2.5:14b,A,10143,The CCFlag generated in PcdValueInit makefile is incorrect when a -D statement contains a space (Bugzilla Bug 3645),basetools,high,low,0.85,The issue affects build correctness and reliability similar to other high priority issues in basetools package.
qwen2.5:14b,A,10142,BaseTools: Dsc Parser scanning same file/line in code multiple times even if condition is False (Bugzilla Bug 3643),basetools,medium,low,0.85,Similar to other BaseTools issues with medium priority.
qwen2.5:14b,A,8981,IntelFsp2WrapperPkg : FSPM/S UPD data address based on Build Type (Bugzilla Bug 3642),intelfsp2wrapperpkg,medium,medium,0.8,Similar to other issues in IntelFsp2WrapperPkg with medium priority.
qwen2.5:14b,A,10141,OVMF_CODE/VARS unable to reboot a mac os vm during installation (only first stage) (Bugzilla Bug 3640),ovmfpkg,high,low,0.85,"The issue affects OVMF_CODE/VARS and impacts reboot functionality during installation on a specific OS, indicating potential critical system failure."
qwen2.5:14b,A,10140,CPU Stack Guard cannot be enabled (Bugzilla Bug 3639),ueficpupkg,high,low,0.85,Similar to other high priority issues in ueficpupkg related to critical security features.
qwen2.5:14b,A,8980,Trim.py doesn't always properly report encoding error (Bugzilla Bug 3637),basetools,low,low,0.8,The bug is related to a tool (trim.py) and does not indicate severe consequences like system crashes or security vulnerabilities.
qwen2.5:14b,A,10139,Shell appears to be stalled or so when started headless (Bugzilla Bug 3636),shellpkg,medium,low,0.8,The issue is related to shell functionality but does not indicate a critical security or performance flaw.
qwen2.5:14b,A,8979,PciTestSupportedAttribute logic should be changed. (Bugzilla Bug 3635),mdemodulepkg,medium,medium,0.85,Similar to other mdemodulepkg issues with medium priority.
qwen2.5:14b,A,8978,Cpu feature data stored in memory by PEI AllocatePool() may be migrated to different location when CpuS3 reads (Bugzilla Bug 3634),ueficpupkg,high,high,0.85,Similar to other high priority issues in ueficpupkg related to memory management and CPU features during S3 resume.
qwen2.5:14b,A,8977,MdeModulePackage/PeiDxeDebugLibReportStatusCode：Add Standalone MM support (Bugzilla Bug 3633),mdemodulepkg,medium,medium,0.85,Similar to other issues in mdemodulepkg with medium priority.
qwen2.5:14b,A,8975,CpuFeaturesPei and PiSmmCpuSmmDxe initialize the CPU features twice in S3 boot (Bugzilla Bug 3631),ueficpupkg,medium,high,0.8,Similar to other issues in mdemodulepkg and mdepkg with medium priority.
qwen2.5:14b,A,8974,Mm Communication Ppi is not defined in MdePkg (Bugzilla Bug 3629),mdepkg,high,low,0.85,The issue involves a missing PPI definition in MdePkg which could lead to critical system failures or undefined behavior.
qwen2.5:14b,A,8973,CoreSetMemorySpaceCapabilities is receiving memory map entries unknown to it (Bugzilla Bug 3628),mdemodulepkg,medium,medium,0.85,Similar to other MdeModulePkg issues classified as medium severity.
qwen2.5:14b,A,8971,AppPkg: Add support for atexit builtin module in Py 3.6.8 (Bugzilla Bug 3626),-,low,low,0.8,The issue is about adding support for a built-in module in Python and does not indicate critical system failure or security vulnerability.
qwen2.5:14b,A,8970,Refactor initialization of CPU features during S3 resume (Bugzilla Bug 3621),ueficpupkg,medium,high,0.8,Similar to other S3 resume related issues in ueficpupkg which are generally medium priority.
qwen2.5:14b,A,8969,CryptoPkg/BaseCryptLib: Pkcs7Verify() does extra buffer malloc and copy (Bugzilla Bug 3617),cryptopkg,medium,low,0.8,Similar to other CryptoPkg issues with moderate impact.
qwen2.5:14b,A,8968,"GdbStub, GdbSerialDebugPortLib, and FwVol have multiple 64->32 conversion errors (Bugzilla Bug 3616)",embeddedpkg,high,low,0.85,The issue involves multiple conversion errors in critical components which could lead to severe bugs or security vulnerabilities.
qwen2.5:14b,A,8967,Need to add debug message for indicating IBB is successfully verified OBB (Bugzilla Bug 3615),securitypkg,low,low,0.8,The bug involves adding a debug message and does not impact functionality or stability.
qwen2.5:14b,A,8966,bad one title bandoned (Bugzilla Bug 3614),securitypkg,low,low,0.8,"The title is vague and marked as abandoned, indicating low severity."
qwen2.5:14b,A,10137,Error Message is misleading when enrolling security boot keys failed (Bugzilla Bug 3608),securitypkg,medium,low,0.8,Similar to other issues in securitypkg that do not have a high severity label.
qwen2.5:14b,A,8965,Can not access new members added to SMBIOS_TABLE_TYPE9 structure after variable data (Bugzilla Bug 3607),mdepkg,medium,low,0.75,No specific severity indicators in the description compared to similar issues.
